,trainidx,testidx,validx,nfidx
23243,mp-866310,,,
23244,mp-707490,,,
23245,mp-1319,,,
23246,mp-572526,,,
23247,mp-966740,,,
23248,mp-1184434,,,
23249,mp-1001015,,,
23250,mp-1079053,,,
23251,mp-1020109,,,
23252,mp-990440,,,
23253,mp-867149,,,
23254,mp-8263,,,
23255,mp-1023931,,,
23256,mp-634867,,,
23257,mp-972937,,,
23258,mp-19715,,,
23259,mp-1077095,,,
23260,mp-978953,,,
23261,mp-1229122,,,
23262,mp-15826,,,
23263,mp-1227074,,,
23264,mp-569280,,,
23265,mp-1198490,,,
23266,mp-864973,,,
23267,mp-675271,,,
23268,mp-1104829,,,
23269,mp-1222729,,,
23270,mp-569516,,,
23271,mp-27277,,,
23272,mp-11794,,,
23273,mp-8224,,,
23274,mp-1206422,,,
23275,mp-1026015,,,
23276,mp-4788,,,
23277,mp-554352,,,
23278,mp-1222450,,,
23279,mp-4013,,,
23280,mp-1080812,,,
23281,mp-8720,,,
23282,mp-19878,,,
23283,mp-559352,,,
23284,mp-1087496,,,
23285,mp-631452,,,
23286,mp-569810,,,
23287,mp-1219722,,,
23288,mp-1187236,,,
23289,mp-1080021,,,
23290,mp-18195,,,
23291,mp-30377,,,
23292,mp-971836,,,
23293,mp-4901,,,
23294,mp-7101,,,
23295,mp-623028,,,
23296,mp-3468,,,
23297,mp-1184186,,,
23298,mp-571665,,,
23299,mp-1097794,,,
23300,mp-861513,,,
23301,mp-567196,,,
23302,mp-1078721,,,
23303,mp-1077369,,,
23304,mp-1184778,,,
23305,mp-555990,,,
23306,mp-1184916,,,
23307,mp-561277,,,
23308,mp-1209191,,,
23309,mp-867794,,,
23310,mp-14721,,,
23311,mp-1096949,,,
23312,mp-1068283,,,
23313,mp-1018949,,,
23314,mp-9312,,,
23315,mp-1226211,,,
23316,mp-567789,,,
23317,mp-1188053,,,
23318,mp-7999,,,
23319,mp-1020703,,,
23320,mp-866807,,,
23321,mp-1217027,,,
23322,mvc-2119,,,
23323,mp-1103258,,,
23324,mp-1113508,,,
23325,mp-977400,,,
23326,mp-217,,,
23327,mp-1187695,,,
23328,mp-1080787,,,
23329,mp-13336,,,
23330,mp-1071879,,,
23331,mp-1226664,,,
23332,mp-6785,,,
23333,mp-1216389,,,
23334,mp-20092,,,
23335,mp-1184641,,,
23336,mp-7632,,,
23337,mp-1183244,,,
23338,mp-695314,,,
23339,mp-1071956,,,
23340,mp-2724,,,
23341,mp-21440,,,
23342,mp-675778,,,
23343,mp-13432,,,
23344,mp-10634,,,
23345,mp-572456,,,
23346,mp-4711,,,
23347,mp-1078693,,,
23348,mp-6741,,,
23349,mp-18684,,,
23350,mp-646733,,,
23351,mp-1694,,,
23352,mp-1026916,,,
23353,mp-675124,,,
23354,mp-2072,,,
23355,mp-17792,,,
23356,mp-974463,,,
23357,mp-865916,,,
23358,mp-29479,,,
23359,mp-972861,,,
23360,mp-1215847,,,
23361,mp-865300,,,
23362,mp-1102017,,,
23363,mp-862731,,,
23364,mp-15668,,,
23365,mp-17910,,,
23366,mp-5477,,,
23367,mp-1008985,,,
23368,mp-979982,,,
23369,mp-1225670,,,
23370,mp-676113,,,
23371,mp-647205,,,
23372,mp-568666,,,
23373,mp-5505,,,
23374,mp-1103180,,,
23375,mp-510471,,,
23376,mp-9033,,,
23377,mp-2430,,,
23378,mp-1665,,,
23379,mp-1078772,,,
23380,mp-3592,,,
23381,mp-1184330,,,
23382,mp-1059259,,,
23383,mp-626563,,,
23384,mp-1183464,,,
23385,mp-14025,,,
23386,mp-1216276,,,
23387,mp-31051,,,
23388,mp-1186367,,,
23389,mp-642811,,,
23390,mp-572822,,,
23391,mp-2750,,,
23392,mp-27564,,,
23393,mp-12895,,,
23394,mp-1221,,,
23395,mp-1111079,,,
23396,mp-961674,,,
23397,mp-541412,,,
23398,mp-699229,,,
23399,mp-676629,,,
23400,mp-1027143,,,
23401,mp-6686,,,
23402,mp-1206401,,,
23403,mp-989531,,,
23404,mp-8454,,,
23405,mp-753775,,,
23406,mp-1200025,,,
23407,mp-1102268,,,
23408,mp-1220595,,,
23409,mp-560504,,,
23410,mp-1030289,,,
23411,mp-1080455,,,
23412,mp-24522,,,
23413,mp-7263,,,
23414,mp-781625,,,
23415,mp-973141,,,
23416,mp-542765,,,
23417,mp-1185529,,,
23418,mp-505659,,,
23419,mp-5807,,,
23420,mp-1183106,,,
23421,mp-568880,,,
23422,mp-755834,,,
23423,mp-1018055,,,
23424,mvc-16422,,,
23425,mp-697960,,,
23426,mp-1091363,,,
23427,mp-1072756,,,
23428,mp-752520,,,
23429,mp-6273,,,
23430,mp-570514,,,
23431,mp-6977,,,
23432,mp-1095689,,,
23433,mp-2170,,,
23434,mp-1186157,,,
23435,mp-866313,,,
23436,mp-1069751,,,
23437,mp-991,,,
23438,mp-29842,,,
23439,mp-556575,,,
23440,mp-569590,,,
23441,mp-868003,,,
23442,mp-696842,,,
23443,mp-989197,,,
23444,mp-1095668,,,
23445,mp-12520,,,
23446,mp-861906,,,
23447,mp-685023,,,
23448,mp-985697,,,
23449,mp-1191719,,,
23450,mp-558023,,,
23451,mp-20038,,,
23452,mp-18288,,,
23453,mp-1113425,,,
23454,mp-1209735,,,
23455,mp-861481,,,
23456,mp-767469,,,
23457,mp-1215494,,,
23458,mp-21386,,,
23459,mp-1095634,,,
23460,mp-695892,,,
23461,mp-1184474,,,
23462,mp-1199535,,,
23463,mp-1186159,,,
23464,mp-18310,,,
23465,mp-1103888,,,
23466,mp-16052,,,
23467,mp-8883,,,
23468,mp-989519,,,
23469,mp-1646,,,
23470,mp-1184271,,,
23471,mp-1044,,,
23472,mp-510057,,,
23473,mp-989586,,,
23474,mp-1207031,,,
23475,mp-997048,,,
23476,mp-553248,,,
23477,mvc-6074,,,
23478,mp-1190038,,,
23479,mp-999390,,,
23480,mp-1220575,,,
23481,mp-550714,,,
23482,mp-1218982,,,
23483,mp-21328,,,
23484,mp-27535,,,
23485,mp-1218268,,,
23486,mp-14983,,,
23487,mp-561034,,,
23488,mp-580364,,,
23489,mp-1190483,,,
23490,mp-2823,,,
23491,mp-974997,,,
23492,mp-6070,,,
23493,mp-4382,,,
23494,mp-8954,,,
23495,mp-1184889,,,
23496,mp-505302,,,
23497,mp-568062,,,
23498,mp-755659,,,
23499,mp-1078833,,,
23500,mp-27517,,,
23501,mp-27639,,,
23502,mp-1184230,,,
23503,mp-612740,,,
23504,mp-571558,,,
23505,mp-568591,,,
23506,mp-10350,,,
23507,mp-29880,,,
23508,mp-972876,,,
23509,mp-1183573,,,
23510,mp-1223834,,,
23511,mp-1183993,,,
23512,mp-22595,,,
23513,mp-394,,,
23514,mp-1221402,,,
23515,mp-1105072,,,
23516,mp-677335,,,
23517,mp-16180,,,
23518,mp-1192095,,,
23519,mp-22102,,,
23520,mp-1079824,,,
23521,mp-1232326,,,
23522,mp-28736,,,
23523,mp-485,,,
23524,mp-2651,,,
23525,mp-33889,,,
23526,mp-29212,,,
23527,mp-29408,,,
23528,mvc-10212,,,
23529,mp-1187169,,,
23530,mp-643697,,,
23531,mp-1067644,,,
23532,mp-557467,,,
23533,mvc-11181,,,
23534,mp-558170,,,
23535,mp-14356,,,
23536,mp-1216656,,,
23537,mp-7262,,,
23538,mp-1078821,,,
23539,mp-1183236,,,
23540,mp-1191552,,,
23541,mp-30555,,,
23542,mp-1181785,,,
23543,mp-556621,,,
23544,mp-1207045,,,
23545,mp-15417,,,
23546,mp-1223893,,,
23547,mp-13122,,,
23548,mp-541856,,,
23549,mp-1184123,,,
23550,mp-676563,,,
23551,mp-1080328,,,
23552,mp-1080824,,,
23553,mp-30659,,,
23554,mp-15336,,,
23555,mp-1224827,,,
23556,mp-760400,,,
23557,mp-1080026,,,
23558,mp-12491,,,
23559,mp-1104743,,,
23560,mp-7497,,,
23561,mp-31302,,,
23562,mp-504941,,,
23563,mp-20295,,,
23564,mp-1103697,,,
23565,mp-675920,,,
23566,mp-1185123,,,
23567,mp-16645,,,
23568,mp-1193219,,,
23569,mp-1070321,,,
23570,mp-1187064,,,
23571,mp-989549,,,
23572,mp-561320,,,
23573,mp-11253,,,
23574,mp-6125,,,
23575,mp-1865,,,
23576,mp-1182878,,,
23577,mp-1215168,,,
23578,mp-4155,,,
23579,mp-556539,,,
23580,mp-505806,,,
23581,mp-643047,,,
23582,mp-1514,,,
23583,mp-29901,,,
23584,mp-1223647,,,
23585,mp-867114,,,
23586,mp-21023,,,
23587,mp-1114386,,,
23588,mp-1219004,,,
23589,mp-699317,,,
23590,mp-760103,,,
23591,mp-867236,,,
23592,mp-1184172,,,
23593,mp-1223223,,,
23594,mp-21029,,,
23595,mp-570452,,,
23596,mp-558160,,,
23597,mp-1218980,,,
23598,mp-1183750,,,
23599,mp-762,,,
23600,mp-865588,,,
23601,mp-865729,,,
23602,mp-1191954,,,
23603,mp-680115,,,
23604,mp-1001022,,,
23605,mp-1219688,,,
23606,mp-601148,,,
23607,mp-756073,,,
23608,mp-1018713,,,
23609,mp-568161,,,
23610,mp-981356,,,
23611,mp-4299,,,
23612,mp-582029,,,
23613,mp-9808,,,
23614,mp-1147778,,,
23615,mp-965,,,
23616,mp-541134,,,
23617,mp-981311,,,
23618,mp-15785,,,
23619,mp-867279,,,
23620,mp-981385,,,
23621,mp-546142,,,
23622,mp-1102210,,,
23623,mp-867814,,,
23624,mp-1103212,,,
23625,mp-19825,,,
23626,mp-1103034,,,
23627,mp-34232,,,
23628,mp-1223023,,,
23629,mp-1185427,,,
23630,mp-10965,,,
23631,mp-1102568,,,
23632,mp-673645,,,
23633,mp-972877,,,
23634,mp-1185033,,,
23635,mp-11304,,,
23636,mp-672298,,,
23637,mp-1070844,,,
23638,mp-4150,,,
23639,mp-13352,,,
23640,mp-971833,,,
23641,mp-1079177,,,
23642,mp-1019266,,,
23643,mp-760507,,,
23644,mp-1213,,,
23645,mp-643579,,,
23646,mp-22793,,,
23647,mp-1223832,,,
23648,mp-2583,,,
23649,mp-1067627,,,
23650,mp-30950,,,
23651,mp-1188251,,,
23652,mp-866174,,,
23653,mp-707876,,,
23654,mp-2432,,,
23655,mp-1187014,,,
23656,mp-621176,,,
23657,mp-17468,,,
23658,mp-999293,,,
23659,mp-20233,,,
23660,mp-1191673,,,
23661,mp-1191233,,,
23662,mp-680561,,,
23663,mp-1105715,,,
23664,mp-864662,,,
23665,mp-4175,,,
23666,mp-1216560,,,
23667,mp-6167,,,
23668,mp-1096936,,,
23669,mp-1078723,,,
23670,mp-638137,,,
23671,mp-1192950,,,
23672,mp-631480,,,
23673,mp-1007853,,,
23674,mp-555390,,,
23675,mp-569833,,,
23676,mp-996969,,,
23677,mp-12065,,,
23678,mp-697139,,,
23679,mp-573697,,,
23680,mp-1215309,,,
23681,mp-1205720,,,
23682,mp-996968,,,
23683,mp-27757,,,
23684,mp-632348,,,
23685,mp-14722,,,
23686,mp-975592,,,
23687,mp-554105,,,
23688,mp-13634,,,
23689,mp-973450,,,
23690,mp-1227226,,,
23691,mp-754741,,,
23692,mp-1183337,,,
23693,mp-985610,,,
23694,mp-30949,,,
23695,mp-559263,,,
23696,mp-672225,,,
23697,mp-1113576,,,
23698,mp-1079356,,,
23699,mp-18575,,,
23700,mp-1227039,,,
23701,mp-972406,,,
23702,mp-8877,,,
23703,mp-1207146,,,
23704,mp-555276,,,
23705,mp-1078669,,,
23706,mp-1058151,,,
23707,mp-1014265,,,
23708,mp-1103158,,,
23709,mp-978662,,,
23710,mp-571623,,,
23711,mp-1187971,,,
23712,mp-9921,,,
23713,mvc-10474,,,
23714,mp-11833,,,
23715,mp-1066,,,
23716,mp-33397,,,
23717,mp-972569,,,
23718,mp-624,,,
23719,mp-23467,,,
23720,mp-1187760,,,
23721,mp-29404,,,
23722,mp-867165,,,
23723,mp-8360,,,
23724,mp-1181500,,,
23725,mp-1018947,,,
23726,mp-558533,,,
23727,mp-1215263,,,
23728,mp-1215863,,,
23729,mp-27335,,,
23730,mp-999289,,,
23731,mp-9339,,,
23732,mp-1179866,,,
23733,mp-10408,,,
23734,mp-1184502,,,
23735,mp-1079305,,,
23736,mp-951,,,
23737,mp-14912,,,
23738,mp-30777,,,
23739,mp-1193385,,,
23740,mp-555279,,,
23741,mp-1191745,,,
23742,mp-571284,,,
23743,mp-1223243,,,
23744,mp-1105741,,,
23745,mp-1001843,,,
23746,mp-29677,,,
23747,mp-1184720,,,
23748,mp-30052,,,
23749,mp-865173,,,
23750,mp-862876,,,
23751,mp-5729,,,
23752,mp-1068053,,,
23753,mp-998298,,,
23754,mp-1223792,,,
23755,mvc-6636,,,
23756,mp-1105639,,,
23757,mp-1186904,,,
23758,mp-1192398,,,
23759,mp-1079075,,,
23760,mp-29073,,,
23761,mp-29771,,,
23762,mp-756402,,,
23763,mp-973133,,,
23764,mp-1079331,,,
23765,mp-1251392,,,
23766,mp-6955,,,
23767,mp-11347,,,
23768,mp-1179515,,,
23769,mp-607369,,,
23770,mp-15900,,,
23771,mp-1217349,,,
23772,mp-1104052,,,
23773,mp-984553,,,
23774,mp-1219076,,,
23775,mp-1095599,,,
23776,mp-1187969,,,
23777,mp-755455,,,
23778,mp-980938,,,
23779,mp-1453,,,
23780,mp-33218,,,
23781,mp-1113441,,,
23782,mp-1186100,,,
23783,mp-642729,,,
23784,mp-2489,,,
23785,mp-1020016,,,
23786,mp-1078249,,,
23787,mp-1006150,,,
23788,mp-1227828,,,
23789,mp-1215443,,,
23790,mp-640158,,,
23791,mp-675798,,,
23792,mp-541204,,,
23793,mp-1206349,,,
23794,mp-9672,,,
23795,mp-753920,,,
23796,mp-1216450,,,
23797,mp-865803,,,
23798,mp-1189769,,,
23799,mp-1079559,,,
23800,mp-14000,,,
23801,mp-862288,,,
23802,mp-1708,,,
23803,mp-1193651,,,
23804,mp-28121,,,
23805,mp-1186337,,,
23806,mp-30844,,,
23807,mp-554361,,,
23808,mp-6638,,,
23809,mp-1105935,,,
23810,mp-8054,,,
23811,mp-866810,,,
23812,mp-2839,,,
23813,mp-1114686,,,
23814,mp-974810,,,
23815,mp-1427,,,
23816,mp-1220069,,,
23817,mp-1019893,,,
23818,mp-12073,,,
23819,mp-1080474,,,
23820,mp-695582,,,
23821,mp-1018954,,,
23822,mp-557125,,,
23823,mp-697008,,,
23824,mp-22386,,,
23825,mp-1191981,,,
23826,mp-983513,,,
23827,mp-27349,,,
23828,mp-1064492,,,
23829,mp-2639,,,
23830,mp-1077340,,,
23831,mp-571296,,,
23832,mp-752643,,,
23833,mp-866648,,,
23834,mp-1217467,,,
23835,mp-13263,,,
23836,mp-773646,,,
23837,mp-1091391,,,
23838,mp-30861,,,
23839,mp-22165,,,
23840,mvc-11038,,,
23841,mp-865610,,,
23842,mp-861,,,
23843,mp-1025494,,,
23844,mp-864947,,,
23845,mp-867757,,,
23846,mp-4828,,,
23847,mp-1217684,,,
23848,mp-8456,,,
23849,mp-865508,,,
23850,mp-1182000,,,
23851,mp-1196685,,,
23852,mp-20270,,,
23853,mp-980064,,,
23854,mp-755089,,,
23855,mp-1220342,,,
23856,mp-30247,,,
23857,mp-1104929,,,
23858,mp-557825,,,
23859,mp-1064227,,,
23860,mp-1180362,,,
23861,mp-481,,,
23862,mp-1186004,,,
23863,mp-18302,,,
23864,mp-1103475,,,
23865,mp-425,,,
23866,mp-31080,,,
23867,mp-1217716,,,
23868,mp-1219204,,,
23869,mp-1187758,,,
23870,mp-861672,,,
23871,mp-1216060,,,
23872,mp-1079752,,,
23873,mp-1080779,,,
23874,mp-561703,,,
23875,mp-865650,,,
23876,mp-1220200,,,
23877,mp-979426,,,
23878,mp-1025329,,,
23879,mp-673677,,,
23880,mp-867749,,,
23881,mp-981383,,,
23882,mp-1215450,,,
23883,mp-662534,,,
23884,mp-973969,,,
23885,mp-1091368,,,
23886,mp-8583,,,
23887,mp-31022,,,
23888,mp-867200,,,
23889,mp-40519,,,
23890,mp-696166,,,
23891,mp-22797,,,
23892,mp-1194344,,,
23893,mp-3015,,,
23894,mp-29736,,,
23895,mp-1216584,,,
23896,mp-21251,,,
23897,mp-1187066,,,
23898,mp-1184784,,,
23899,mp-27210,,,
23900,mp-641651,,,
23901,mp-6057,,,
23902,mp-1222921,,,
23903,mp-1184894,,,
23904,mp-4783,,,
23905,mp-867675,,,
23906,mp-996964,,,
23907,mp-10711,,,
23908,mp-976818,,,
23909,mp-556741,,,
23910,mp-1025552,,,
23911,mp-568865,,,
23912,mp-559933,,,
23913,mp-1184002,,,
23914,mp-766163,,,
23915,mp-1215579,,,
23916,mp-989636,,,
23917,mp-1018136,,,
23918,mp-1183918,,,
23919,mp-982773,,,
23920,mp-1189092,,,
23921,mp-1187345,,,
23922,mp-4657,,,
23923,mp-14083,,,
23924,mp-1222801,,,
23925,mp-571283,,,
23926,mp-505362,,,
23927,mp-7767,,,
23928,mp-1186602,,,
23929,mp-7120,,,
23930,mp-555131,,,
23931,mp-1205743,,,
23932,mp-10907,,,
23933,mp-2520,,,
23934,mp-504862,,,
23935,mp-758829,,,
23936,mp-11228,,,
23937,mp-8979,,,
23938,mp-1193180,,,
23939,mp-862975,,,
23940,mp-1221661,,,
23941,mp-755358,,,
23942,mp-1077075,,,
23943,mp-1102863,,,
23944,mp-23021,,,
23945,mp-866027,,,
23946,mp-1078224,,,
23947,mp-23712,,,
23948,mp-1183613,,,
23949,mp-1077278,,,
23950,mp-1147758,,,
23951,mp-1078805,,,
23952,mp-866282,,,
23953,mp-1104828,,,
23954,mp-10089,,,
23955,mp-571331,,,
23956,mp-4552,,,
23957,mp-14037,,,
23958,mp-2659,,,
23959,mp-7073,,,
23960,mp-574176,,,
23961,mp-1225997,,,
23962,mp-12342,,,
23963,mp-28704,,,
23964,mp-1106126,,,
23965,mp-1188046,,,
23966,mp-1018819,,,
23967,mp-11725,,,
23968,mp-11973,,,
23969,mp-1095534,,,
23970,mp-10486,,,
23971,mp-1216777,,,
23972,mp-1226620,,,
23973,mp-569764,,,
23974,mp-1104804,,,
23975,mp-16376,,,
23976,mp-21895,,,
23977,mp-570693,,,
23978,mp-1189484,,,
23979,mp-135,,,
23980,mp-1014366,,,
23981,mp-1071820,,,
23982,mp-8636,,,
23983,mp-1040467,,,
23984,mp-1184570,,,
23985,mp-861594,,,
23986,mp-27819,,,
23987,mp-1184059,,,
23988,mp-1095270,,,
23989,mp-29748,,,
23990,mp-555066,,,
23991,mp-22689,,,
23992,mp-22163,,,
23993,mp-29327,,,
23994,mp-1185436,,,
23995,mp-9544,,,
23996,mp-1013707,,,
23997,mp-570403,,,
23998,mp-1078960,,,
23999,mp-974452,,,
24000,mp-1181237,,,
24001,mp-12077,,,
24002,mp-555852,,,
24003,mp-1190439,,,
24004,mp-626271,,,
24005,mp-607409,,,
24006,mp-1219969,,,
24007,mvc-9642,,,
24008,mp-30557,,,
24009,mp-15683,,,
24010,mp-557282,,,
24011,mp-1207022,,,
24012,mp-3073,,,
24013,mp-1095229,,,
24014,mp-109,,,
24015,mp-998173,,,
24016,mp-31347,,,
24017,mp-1213747,,,
24018,mp-707543,,,
24019,mp-1002133,,,
24020,mp-510560,,,
24021,mp-22304,,,
24022,mp-541909,,,
24023,mp-1221525,,,
24024,mp-972869,,,
24025,mp-541754,,,
24026,mp-972882,,,
24027,mp-30735,,,
24028,mp-1186552,,,
24029,mp-1192144,,,
24030,mp-557655,,,
24031,mp-6929,,,
24032,mp-1025242,,,
24033,mp-28746,,,
24034,mp-30374,,,
24035,mp-861889,,,
24036,mp-1079416,,,
24037,mp-13053,,,
24038,mp-1196039,,,
24039,mp-1078018,,,
24040,mp-1078250,,,
24041,mp-1183674,,,
24042,mp-1187932,,,
24043,mp-31050,,,
24044,mp-1120778,,,
24045,mp-1187807,,,
24046,mp-17720,,,
24047,mp-1206775,,,
24048,mp-568056,,,
24049,mp-2554,,,
24050,mp-559059,,,
24051,mp-1105637,,,
24052,mp-1079649,,,
24053,mp-607080,,,
24054,mp-15218,,,
24055,mp-546794,,,
24056,mp-1063495,,,
24057,mp-12765,,,
24058,mp-5382,,,
24059,mp-643069,,,
24060,mp-1184568,,,
24061,mp-777268,,,
24062,mp-1025470,,,
24063,mp-13696,,,
24064,mp-7116,,,
24065,mp-1018698,,,
24066,mp-983,,,
24067,mp-8631,,,
24068,mp-1189408,,,
24069,mp-12020,,,
24070,mp-1220245,,,
24071,mp-1187478,,,
24072,mp-1200566,,,
24073,mp-697914,,,
24074,mp-1017985,,,
24075,mp-1079587,,,
24076,mp-24273,,,
24077,mp-1013711,,,
24078,mp-1184265,,,
24079,mp-1107,,,
24080,mp-583429,,,
24081,mp-1018131,,,
24082,mp-1095476,,,
24083,mp-10065,,,
24084,mp-567680,,,
24085,mp-556905,,,
24086,mp-723120,,,
24087,mp-973538,,,
24088,mp-1025115,,,
24089,mp-1008820,,,
24090,mp-24595,,,
24091,mp-29849,,,
24092,mp-1225305,,,
24093,mvc-2821,,,
24094,mp-1025729,,,
24095,mp-1105556,,,
24096,mp-1106174,,,
24097,mp-1183945,,,
24098,mp-5501,,,
24099,mp-558696,,,
24100,mp-1183422,,,
24101,mp-20837,,,
24102,mp-569881,,,
24103,mp-759933,,,
24104,mp-1070063,,,
24105,mp-15783,,,
24106,mp-1104570,,,
24107,mp-555871,,,
24108,mp-21844,,,
24109,mp-14638,,,
24110,mp-998711,,,
24111,mp-973157,,,
24112,mp-1079041,,,
24113,mp-18255,,,
24114,mp-20128,,,
24115,mp-1185602,,,
24116,mp-15511,,,
24117,mp-867199,,,
24118,mp-1113969,,,
24119,mp-5160,,,
24120,mp-761842,,,
24121,mp-556962,,,
24122,mp-1210079,,,
24123,mp-1184354,,,
24124,mp-29637,,,
24125,mp-5578,,,
24126,mp-1103842,,,
24127,mp-1189428,,,
24128,mp-12884,,,
24129,mp-16993,,,
24130,mp-1008630,,,
24131,mp-1189434,,,
24132,mp-20482,,,
24133,mp-861929,,,
24134,mp-1584,,,
24135,mp-643023,,,
24136,mp-1441,,,
24137,mp-554009,,,
24138,mp-11653,,,
24139,mp-972680,,,
24140,mp-1064367,,,
24141,mp-568598,,,
24142,mp-12772,,,
24143,mp-1187447,,,
24144,mp-1025286,,,
24145,mp-690687,,,
24146,mp-6253,,,
24147,mp-21101,,,
24148,mp-642834,,,
24149,mp-1215178,,,
24150,mp-1223852,,,
24151,mp-1183691,,,
24152,mp-1206700,,,
24153,mp-30404,,,
24154,mp-3119,,,
24155,mp-1183045,,,
24156,mp-568624,,,
24157,mp-645166,,,
24158,mp-1219928,,,
24159,mp-1183784,,,
24160,mp-1009822,,,
24161,mp-1226338,,,
24162,mp-1080180,,,
24163,mp-1186676,,,
24164,mp-1189598,,,
24165,mp-1078827,,,
24166,mp-505397,,,
24167,mp-542390,,,
24168,mp-865147,,,
24169,mp-866104,,,
24170,mp-19745,,,
24171,mp-1223751,,,
24172,mp-696019,,,
24173,mp-556500,,,
24174,mp-865076,,,
24175,mp-557249,,,
24176,mp-1186351,,,
24177,mp-9107,,,
24178,mp-864989,,,
24179,mp-1112467,,,
24180,mp-20542,,,
24181,mp-973626,,,
24182,mp-642649,,,
24183,mp-1183900,,,
24184,mp-11490,,,
24185,mp-569507,,,
24186,mp-573877,,,
24187,mp-1183068,,,
24188,mp-16988,,,
24189,mp-1630,,,
24190,mp-30554,,,
24191,mp-976930,,,
24192,mp-553963,,,
24193,mp-27166,,,
24194,mp-865185,,,
24195,mp-1193464,,,
24196,mp-1025119,,,
24197,mp-1202239,,,
24198,mp-569786,,,
24199,mp-756646,,,
24200,mp-1224292,,,
24201,mp-672673,,,
24202,mp-1079236,,,
24203,mp-865526,,,
24204,mp-862749,,,
24205,mp-504900,,,
24206,mp-1191145,,,
24207,mp-8976,,,
24208,mp-753175,,,
24209,mp-1191301,,,
24210,mp-554675,,,
24211,mp-1227277,,,
24212,mp-27292,,,
24213,mp-1079320,,,
24214,mp-1199037,,,
24215,mp-7123,,,
24216,mp-1216850,,,
24217,mp-1187049,,,
24218,mp-1184550,,,
24219,mp-30771,,,
24220,mp-12662,,,
24221,mp-541449,,,
24222,mp-1215188,,,
24223,mp-1101755,,,
24224,mp-541636,,,
24225,mp-1184152,,,
24226,mp-8648,,,
24227,mp-867129,,,
24228,mp-1207028,,,
24229,mp-1070735,,,
24230,mp-21143,,,
24231,mp-1220023,,,
24232,mp-1187473,,,
24233,mp-22922,,,
24234,mp-11474,,,
24235,mvc-1824,,,
24236,mp-1194109,,,
24237,mp-36329,,,
24238,mp-9731,,,
24239,mp-561454,,,
24240,mp-1194230,,,
24241,mp-18360,,,
24242,mp-1184647,,,
24243,mp-1224692,,,
24244,mp-1077991,,,
24245,mp-1095053,,,
24246,mp-1103994,,,
24247,mp-1187518,,,
24248,mp-1224404,,,
24249,mp-1184276,,,
24250,mp-1188310,,,
24251,mp-5784,,,
24252,mp-1228186,,,
24253,mp-1096840,,,
24254,mp-1112172,,,
24255,mp-20420,,,
24256,mp-1182115,,,
24257,mp-1224173,,,
24258,mp-1079694,,,
24259,mp-29149,,,
24260,mp-561012,,,
24261,mp-1218000,,,
24262,mp-1298,,,
24263,mp-8948,,,
24264,mp-557997,,,
24265,mp-1206677,,,
24266,mp-1105663,,,
24267,mp-21358,,,
24268,mp-34195,,,
24269,mp-770210,,,
24270,mp-7882,,,
24271,mp-1539332,,,
24272,mp-13243,,,
24273,mp-568315,,,
24274,mp-5104,,,
24275,mp-1218142,,,
24276,mp-996981,,,
24277,mp-554711,,,
24278,mp-23906,,,
24279,mp-675065,,,
24280,mp-1188286,,,
24281,mp-1101079,,,
24282,mp-1101883,,,
24283,mp-1077015,,,
24284,mp-1221429,,,
24285,mp-17357,,,
24286,mp-11106,,,
24287,mp-1184646,,,
24288,mp-865937,,,
24289,mp-7024,,,
24290,mp-561489,,,
24291,mp-997618,,,
24292,mp-236,,,
24293,mp-28878,,,
24294,mp-1206414,,,
24295,mp-29156,,,
24296,mp-752394,,,
24297,mp-20814,,,
24298,mp-640073,,,
24299,mp-27594,,,
24300,mp-1206027,,,
24301,mp-1028433,,,
24302,mp-3487,,,
24303,mp-16608,,,
24304,mp-1188463,,,
24305,mp-1206443,,,
24306,mp-1190457,,,
24307,mp-625392,,,
24308,mp-9824,,,
24309,mp-568328,,,
24310,mp-1018633,,,
24311,mp-980049,,,
24312,mp-1216629,,,
24313,mp-1187891,,,
24314,mp-631549,,,
24315,mp-4001,,,
24316,mp-1080233,,,
24317,mp-2152,,,
24318,mp-645418,,,
24319,mp-7324,,,
24320,mp-15994,,,
24321,mp-1014111,,,
24322,mp-1188442,,,
24323,mp-21468,,,
24324,mp-1193527,,,
24325,mp-989526,,,
24326,mp-570388,,,
24327,mp-1224847,,,
24328,mp-571144,,,
24329,mp-1217994,,,
24330,mp-981365,,,
24331,mp-24074,,,
24332,mp-7944,,,
24333,mp-697922,,,
24334,mp-984052,,,
24335,mp-8577,,,
24336,mp-1572,,,
24337,mp-1080818,,,
24338,mp-22872,,,
24339,mp-1187038,,,
24340,mp-707464,,,
24341,mp-1183872,,,
24342,mp-865840,,,
24343,mp-11913,,,
24344,mp-1086666,,,
24345,mp-1206953,,,
24346,mp-1008511,,,
24347,mp-866274,,,
24348,mp-864791,,,
24349,mp-619661,,,
24350,mp-975284,,,
24351,mp-1193815,,,
24352,mp-1215710,,,
24353,mp-556183,,,
24354,mp-570505,,,
24355,mp-675569,,,
24356,mp-2236,,,
24357,mp-1217816,,,
24358,mp-1193469,,,
24359,mp-1205483,,,
24360,mp-21568,,,
24361,mp-1226166,,,
24362,mp-22126,,,
24363,mp-1184552,,,
24364,mp-9392,,,
24365,mp-1018144,,,
24366,mp-7210,,,
24367,mp-1104395,,,
24368,mp-7220,,,
24369,mp-2645,,,
24370,mp-1103718,,,
